city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,garage,basement,sale_year,sale_price
Laval,Vimont,Single Family,4,3,1565,4325.0,2017,yes,yes,2024,629000
Longueuil,Le Vieux-Longueuil,Single Family,3,3,947,7793.0,1969,yes,yes,2024,536000
Sherbrooke,Centre-Ville,Single Family,2,2,1481,5621.0,2012,yes,yes,2022,347000
Trois-Rivières,Trois-Rivières-Ouest,Single Family,5,3,1591,14718.0,2017,yes,yes,2025,447000
Québec,Beauport,Single Family,4,1,1833,7629.0,1907,yes,yes,2022,374000
Longueuil,Saint-Hubert,Townhouse,3,1,1032,2365.0,2004,yes,yes,2024,459000
Saint-Jérôme,Bellefeuille,Triplex,7,5,2293,7108.0,2010,yes,yes,2025,779000
Sherbrooke,Rock Forest,Single Family,5,3,1429,4897.0,1972,no,yes,2024,401000
Brossard,Secteur A,Single Family,2,3,1937,7300.0,1997,yes,yes,2023,677000
Lévis,Saint-Nicolas,Single Family,4,3,1080,12190.0,1971,yes,yes,2024,392000
Saint-Jérôme,Bellefeuille,Single Family,2,2,1261,3851.0,1957,yes,yes,2022,319000
Trois-Rivières,Trois-Rivières-Ouest,Duplex,5,4,1548,4628.0,1971,no,yes,2022,246000
Brossard,Secteur C,Single Family,3,1,1942,8493.0,1974,yes,yes,2022,717000
Québec,Vanier,Single Family,5,2,1765,7338.0,2020,yes,yes,2021,374000
Boucherville,Boucherville Centre,Triplex,8,4,1847,5682.0,2019,no,yes,2022,571000
Vaudreuil-Dorion,Centre-Ville,Townhouse,2,2,1175,3320.0,1975,yes,yes,2025,370000
Boucherville,Boucherville Centre,Single Family,3,3,1071,7768.0,1967,yes,yes,2023,556000
Montréal,Rosemont,Single Family,3,3,1292,4269.0,1969,yes,yes,2025,617000
Rimouski,Rimouski Centre,Townhouse,2,2,1013,2093.0,1964,no,yes,2023,173000
Montréal,LaSalle,Single Family,4,2,1805,13844.0,1970,yes,yes,2025,812000
Saguenay,Chicoutimi,Single Family,4,3,1511,9190.0,2020,yes,no,2025,341000
Boucherville,Boucherville Centre,Single Family,3,3,1184,4899.0,1961,yes,yes,2025,573000
Montréal,Verdun,Single Family,4,2,1799,6977.0,2001,yes,yes,2024,757000
Sherbrooke,Centre-Ville,Single Family,2,3,1881,9879.0,1966,yes,yes,2023,514000
Repentigny,Le Gardeur,Single Family,4,2,1186,5314.0,2004,yes,yes,2025,662000
Sherbrooke,Lennoxville,Bungalow,4,1,892,4960.0,1967,no,yes,2025,422000
Montréal,Lachine,Townhouse,3,3,1267,1773.0,1979,no,yes,2025,423000
Sherbrooke,Centre-Ville,Single Family,4,3,1663,10046.0,2006,yes,yes,2024,475000
Québec,Sillery,Duplex,5,2,1609,4429.0,2001,no,no,2024,442000
Lévis,Lévis Centre,Single Family,5,2,1540,11611.0,1990,yes,yes,2021,305000
Victoriaville,Centre-Ville,Triplex,6,4,2268,4667.0,1984,yes,no,2023,631000
Terrebonne,La Plaine,Single Family,3,2,1444,7585.0,1981,yes,yes,2023,738000
Longueuil,Vieux-Longueuil,Single Family,4,1,1604,10265.0,2012,no,yes,2021,572000
Montréal,Mercier,Single Family,6,2,1496,6816.0,1961,yes,yes,2023,595000
Laval,Pont-Viau,Single Family,3,4,1656,8212.0,1963,yes,no,2025,682000
Longueuil,Greenfield Park,Single Family,5,3,1196,11981.0,2006,yes,no,2023,718000
Montréal,Outremont,Single Family,3,2,1698,6077.0,1966,yes,no,2025,794000
Québec,Beauport,Townhouse,3,2,1066,3571.0,1986,yes,yes,2023,288000
Repentigny,Repentigny Centre,Single Family,5,3,1792,4868.0,1965,yes,yes,2024,663000
Dollard-des-Ormeaux,West Island,Single Family,3,3,2049,4909.0,1992,yes,yes,2023,767000
Longueuil,Saint-Hubert,Single Family,3,1,1343,4415.0,1962,no,yes,2021,417000
Brossard,Secteur A,Single Family,4,3,1962,5346.0,1995,no,yes,2025,759000
Québec,Vanier,Single Family,4,3,1774,6061.0,1970,yes,yes,2024,480000
Saint-Jérôme,Bellefeuille,Single Family,4,2,1414,5668.0,2015,yes,yes,2025,469000
Terrebonne,Lachenaie,Single Family,3,3,1554,5836.0,1992,no,yes,2025,739000
Candiac,Candiac Centre,Duplex,4,3,1945,3809.0,2022,no,yes,2023,593000
Trois-Rivières,Trois-Rivières-Ouest,Triplex,6,5,2211,3165.0,1967,no,yes,2023,434000
Laval,Vimont,Townhouse,3,1,1367,3620.0,1989,no,yes,2022,419000
Mirabel,Sainte-Monique,Single Family,4,2,1921,11753.0,1955,yes,yes,2023,637000
Québec,Limoilou,Single Family,4,2,1732,11039.0,1955,yes,yes,2024,507000
Montréal,Lachine,Townhouse,3,2,930,2391.0,1913,yes,yes,2025,400000
Alma,Alma Centre,Duplex,5,2,1385,5019.0,2003,yes,yes,2025,244000
Blainville,Blainville Centre,Triplex,6,4,2357,4752.0,2000,yes,yes,2024,712000
Québec,Charlesbourg,Duplex,4,3,1855,7823.0,1956,no,no,2023,472000
Sherbrooke,Rock Forest,Single Family,3,3,1175,6173.0,2002,yes,yes,2024,440000
Saint-Jean-sur-Richelieu,Centre-Ville,Townhouse,2,3,1167,3264.0,1999,yes,yes,2023,247000
Gatineau,Buckingham,Bungalow,2,2,1000,4340.0,1979,no,yes,2025,455000
Montréal,Saint-Léonard,Single Family,5,3,1530,7109.0,1915,no,yes,2022,432000
Boucherville,Boucherville Centre,Townhouse,2,2,1129,1918.0,1981,yes,yes,2023,370000
Québec,Lebourgneuf,Townhouse,3,2,952,3496.0,2007,no,yes,2022,230000
Gatineau,Gatineau Centre,Triplex,8,4,2733,3952.0,1968,yes,yes,2022,732000
Saint-Jean-sur-Richelieu,Iberville,Single Family,6,3,1541,8773.0,1995,yes,no,2025,400000
Vaudreuil-Dorion,Centre-Ville,Single Family,4,3,1810,7241.0,2017,yes,yes,2022,496000
Brossard,Secteur B,Single Family,6,4,1581,10543.0,2022,yes,no,2023,546000
Dollard-des-Ormeaux,West Island,Single Family,4,4,1464,6154.0,1962,no,yes,2021,482000
Candiac,Candiac Centre,Single Family,4,3,1240,10578.0,1987,yes,yes,2025,465000
Gatineau,Buckingham,Single Family,5,2,1489,6992.0,1959,yes,no,2025,693000
Sherbrooke,Rock Forest,Triplex,6,4,2600,6547.0,1967,yes,no,2023,635000
Québec,Val-Bélair,Single Family,3,4,1288,9580.0,1984,yes,no,2025,523000
Gatineau,Gatineau Centre,Bungalow,4,1,1065,5146.0,1988,yes,yes,2022,449000
Montréal,Villeray,Single Family,6,3,1284,6897.0,1927,no,yes,2022,524000
Québec,Limoilou,Single Family,3,1,2082,6127.0,2010,yes,yes,2024,472000
Saint-Jérôme,Centre-Ville,Single Family,3,3,1465,10857.0,1985,yes,yes,2022,369000
Québec,Lebourgneuf,Townhouse,3,2,1024,3074.0,2012,yes,yes,2025,284000
Longueuil,Saint-Hubert,Single Family,3,3,2065,7276.0,1976,yes,yes,2025,855000
Saint-Jérôme,Centre-Ville,Single Family,3,4,1255,7550.0,1967,yes,yes,2022,371000
Sherbrooke,Rock Forest,Townhouse,3,2,1110,2735.0,1964,yes,yes,2023,306000
Montréal,Lachine,Single Family,2,3,1608,5472.0,1977,yes,no,2023,535000
Longueuil,Le Vieux-Longueuil,Duplex,5,3,1802,6648.0,1968,yes,yes,2025,782000
Blainville,Blainville Centre,Single Family,4,3,1602,3625.0,1990,no,yes,2025,666000
Drummondville,Saint-Charles,Single Family,3,3,1410,4570.0,1969,yes,yes,2021,245000
Laval,Fabreville,Triplex,7,4,2138,4083.0,1975,yes,yes,2025,1006000
Sherbrooke,Centre-Ville,Single Family,4,4,1932,8462.0,1994,yes,yes,2024,601000
Laval,Vimont,Single Family,4,1,2016,12402.0,2016,yes,no,2023,633000
Longueuil,Greenfield Park,Bungalow,3,2,1156,5861.0,1986,yes,yes,2023,553000
Granby,Centre-Ville,Single Family,3,3,1285,3465.0,1962,yes,yes,2022,396000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,2,1362,10623.0,2002,yes,yes,2023,352000
Laval,Chomedey,Townhouse,3,2,1179,3070.0,2009,no,yes,2023,406000
Québec,Charlesbourg,Single Family,5,2,1652,5201.0,2019,yes,yes,2025,547000
Saint-Jean-sur-Richelieu,Iberville,Townhouse,4,2,1111,3680.0,1969,yes,yes,2025,325000
Lévis,Lévis Centre,Townhouse,3,1,952,2284.0,2009,yes,yes,2022,247000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,3,2012,3171.0,2018,yes,yes,2024,533000
Blainville,Blainville Centre,Townhouse,4,1,1135,2303.0,2011,yes,yes,2022,304000
Gatineau,Aylmer,Townhouse,3,2,1081,3049.0,1987,yes,yes,2021,309000
Montréal,Saint-Léonard,Single Family,2,3,1123,4353.0,1961,no,no,2025,508000
Montréal,Mercier,Duplex,3,3,1867,3951.0,1967,no,yes,2021,675000
Québec,Limoilou,Single Family,3,2,1164,5206.0,2020,yes,yes,2025,456000
Pointe-Claire,West Island,Single Family,4,3,1901,7827.0,1984,yes,yes,2023,787000
Montréal,Rosemont,Townhouse,3,2,868,3086.0,1944,yes,yes,2023,314000
Québec,Lebourgneuf,Bungalow,2,1,1189,5136.0,2023,yes,yes,2024,419000
Montréal,Outremont,Single Family,5,4,1565,12058.0,1958,no,yes,2022,577000
Gatineau,Hull,Townhouse,3,3,919,3738.0,1974,yes,yes,2025,421000
Victoriaville,Centre-Ville,Duplex,4,4,1647,3639.0,1998,yes,yes,2022,553000
Brossard,Secteur C,Duplex,5,4,1559,3442.0,2018,no,yes,2021,545000
Repentigny,Le Gardeur,Single Family,3,3,1889,5534.0,1983,yes,yes,2022,711000
Montréal,Rosemont,Duplex,4,3,1683,4096.0,2017,no,no,2024,793000
Laval,Pont-Viau,Duplex,5,3,1842,4420.0,2006,yes,yes,2025,780000
Montréal,Villeray,Single Family,4,2,1220,9881.0,1953,no,yes,2022,529000
Brossard,Solar Uniquartier,Townhouse,3,1,1065,3058.0,1993,yes,yes,2023,478000
Montréal,NDG,Duplex,5,3,1878,4548.0,1958,yes,no,2021,588000
Québec,Limoilou,Single Family,5,2,1330,11374.0,2019,no,no,2021,371000
Granby,Centre-Ville,Single Family,5,2,832,6732.0,1978,yes,yes,2025,408000
Rouyn-Noranda,Rouyn Centre,Duplex,5,3,1836,5511.0,1963,yes,yes,2024,462000
Saint-Jean-sur-Richelieu,Iberville,Single Family,6,2,1115,6212.0,2001,yes,no,2023,362000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,3,1529,8467.0,1966,yes,yes,2023,339000
Repentigny,Repentigny Centre,Townhouse,2,1,1078,2146.0,1955,no,no,2025,440000
Lévis,Lévis Centre,Single Family,4,2,1040,8509.0,2003,yes,yes,2025,352000
Longueuil,Vieux-Longueuil,Bungalow,3,2,1187,5616.0,1971,yes,yes,2023,569000
Rouyn-Noranda,Rouyn Centre,Single Family,4,2,1880,11535.0,2001,yes,no,2023,482000
Vaudreuil-Dorion,Centre-Ville,Single Family,4,2,1153,8917.0,1980,yes,no,2021,356000
Mirabel,Saint-Canut,Duplex,5,2,1820,6250.0,1985,yes,yes,2022,418000
Lévis,Charny,Single Family,4,3,1363,8566.0,1967,yes,no,2023,288000
Longueuil,Vieux-Longueuil,Single Family,2,1,1410,6773.0,1962,yes,yes,2023,647000
Laval,Pont-Viau,Bungalow,3,1,1209,5594.0,2001,yes,yes,2022,576000
Laval,Sainte-Dorothée,Single Family,3,3,2093,9425.0,2018,yes,no,2024,691000
Saguenay,La Baie,Single Family,3,2,2140,8833.0,2010,yes,yes,2024,324000
Dollard-des-Ormeaux,West Island,Single Family,4,3,1069,5561.0,2007,no,yes,2024,673000
Québec,Sillery,Townhouse,3,3,1352,3813.0,1932,no,no,2024,336000
Québec,Val-Bélair,Single Family,6,2,1505,6106.0,1972,no,yes,2024,427000
Brossard,Solar Uniquartier,Single Family,3,3,1106,6964.0,2000,yes,yes,2025,632000
Laval,Chomedey,Townhouse,2,2,883,2763.0,2004,yes,yes,2025,403000
Montréal,Lachine,Single Family,3,3,1134,6983.0,1971,yes,yes,2022,412000
Montréal,Rosemont,Single Family,2,2,1421,3872.0,1956,no,yes,2023,452000
Laval,Chomedey,Single Family,3,2,1890,5208.0,1985,yes,yes,2025,773000
Blainville,Blainville Centre,Single Family,4,1,1990,6304.0,1989,yes,no,2022,498000
Boucherville,Boucherville Centre,Duplex,4,3,1892,4795.0,1998,yes,yes,2024,762000
Longueuil,Saint-Hubert,Townhouse,3,1,949,2780.0,2001,yes,yes,2023,389000
Lévis,Saint-Nicolas,Triplex,7,4,2496,7357.0,2019,no,no,2024,691000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,3,2,1767,6094.0,1956,yes,yes,2024,443000
Montréal,Ahuntsic,Single Family,4,1,2117,8405.0,1933,no,no,2024,746000
Gatineau,Hull,Single Family,4,2,1652,5867.0,2010,no,yes,2022,449000
Brossard,Secteur B,Duplex,5,3,1470,4190.0,2021,yes,yes,2024,515000
Gatineau,Gatineau Centre,Single Family,5,2,964,5887.0,2006,yes,yes,2024,484000
Vaudreuil-Dorion,Centre-Ville,Townhouse,3,2,1218,3738.0,1958,yes,yes,2025,383000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,5,3,1197,7352.0,1998,yes,yes,2024,614000
Sherbrooke,Centre-Ville,Townhouse,4,2,1113,2424.0,2005,yes,yes,2022,273000
Châteauguay,Centre-Ville,Single Family,4,2,1549,6483.0,1972,yes,yes,2025,471000
Québec,Sainte-Foy,Townhouse,3,2,1165,3317.0,2003,no,yes,2021,227000
Montréal,Ville-Marie,Triplex,6,5,2375,6910.0,1969,yes,yes,2022,872000
Montréal,LaSalle,Townhouse,4,2,1049,3256.0,2018,no,yes,2025,483000
Montréal,Verdun,Single Family,3,3,1556,11354.0,1984,yes,yes,2024,544000
Laval,Fabreville,Single Family,3,2,1704,7823.0,1987,no,yes,2021,431000
Québec,Vanier,Single Family,4,3,1885,7303.0,1980,no,yes,2024,515000
Montréal,LaSalle,Townhouse,3,3,1185,3912.0,1991,yes,no,2024,450000
Montréal,Mercier,Triplex,5,4,2295,4916.0,1974,no,yes,2021,738000
Mirabel,Sainte-Monique,Single Family,6,3,1682,6142.0,2003,yes,yes,2022,478000
Laval,Fabreville,Single Family,4,3,1470,5342.0,1991,no,yes,2023,522000
Lévis,Lévis Centre,Townhouse,4,1,1135,2516.0,2020,yes,yes,2021,246000
Sherbrooke,Centre-Ville,Single Family,3,2,1835,9214.0,1985,yes,yes,2023,466000
Sept-Îles,Sept-Îles Centre,Single Family,4,2,1459,8967.0,1976,yes,no,2024,194000
Candiac,Candiac Centre,Single Family,5,3,1384,5576.0,1974,yes,yes,2022,512000
Brossard,Secteur A,Single Family,6,2,1188,9100.0,1966,yes,yes,2022,565000
Montréal,Plateau-Mont-Royal,Single Family,4,4,1145,5767.0,2007,yes,no,2022,521000
Longueuil,Le Vieux-Longueuil,Single Family,3,1,1950,7596.0,1968,yes,no,2025,824000
Drummondville,Centre-Ville,Townhouse,2,2,990,3671.0,1983,yes,no,2025,341000
Montréal,Villeray,Single Family,5,3,1515,8464.0,1969,no,yes,2024,587000
Granby,Centre-Ville,Single Family,4,2,933,5915.0,1958,no,yes,2021,319000
Montréal,Outremont,Single Family,3,2,1569,8995.0,2017,no,yes,2025,623000
Montréal,Mercier,Townhouse,3,2,1110,2993.0,1956,yes,yes,2024,558000
Québec,Beauport,Triplex,7,5,2086,4785.0,2003,yes,yes,2024,636000
Québec,Charlesbourg,Single Family,4,2,1239,4662.0,1955,yes,no,2025,362000
Longueuil,Le Vieux-Longueuil,Single Family,4,2,1375,7578.0,2005,no,yes,2023,528000
Drummondville,Saint-Charles,Single Family,2,2,1446,9556.0,1978,yes,yes,2023,373000
Repentigny,Le Gardeur,Duplex,5,3,2108,5453.0,2000,yes,yes,2024,903000
Montréal,Saint-Léonard,Single Family,3,2,1156,6080.0,1924,yes,yes,2024,508000
Saint-Jean-sur-Richelieu,Iberville,Single Family,5,1,1579,13216.0,2018,yes,yes,2022,353000
Montréal,Ahuntsic,Single Family,4,2,1523,11458.0,1916,yes,yes,2022,479000
Montréal,Plateau-Mont-Royal,Single Family,4,2,1523,5401.0,1958,no,yes,2022,540000
Québec,Sillery,Single Family,4,1,1387,14741.0,1989,yes,yes,2024,392000
Vaudreuil-Dorion,Centre-Ville,Single Family,6,3,1314,7621.0,2008,yes,yes,2025,479000
Laval,Chomedey,Duplex,5,4,1235,6724.0,1955,yes,no,2022,500000
Québec,Lebourgneuf,Single Family,3,3,1743,9554.0,2016,yes,no,2023,406000
Montréal,LaSalle,Single Family,4,3,1402,13057.0,1907,no,no,2025,531000
Laval,Vimont,Single Family,4,3,1489,6041.0,1995,yes,yes,2023,501000
Montréal,Ville-Marie,Townhouse,3,2,1164,2691.0,1970,yes,yes,2023,336000
Brossard,Secteur C,Townhouse,3,2,915,2645.0,1986,yes,yes,2024,454000
Brossard,Secteur B,Single Family,4,3,1535,4209.0,1985,no,yes,2025,648000
Laval,Chomedey,Single Family,5,3,1499,10463.0,1972,no,yes,2025,739000
Boucherville,Boucherville Centre,Single Family,4,3,1199,3980.0,1997,yes,yes,2025,552000
Pointe-Claire,West Island,Single Family,3,3,2068,8840.0,1993,yes,yes,2024,776000
Gatineau,Gatineau Centre,Duplex,3,3,1262,4021.0,1982,yes,yes,2025,460000
Gatineau,Aylmer,Single Family,4,3,1937,7072.0,1997,no,yes,2024,665000
Sept-Îles,Sept-Îles Centre,Townhouse,3,2,1101,2672.0,1983,yes,no,2024,182000
Brossard,Secteur A,Bungalow,3,1,974,5524.0,1996,yes,yes,2023,560000
Québec,Lebourgneuf,Townhouse,4,2,1027,1962.0,2011,no,yes,2023,287000
Sherbrooke,Rock Forest,Duplex,4,4,1885,2704.0,2012,yes,yes,2024,513000
Granby,Centre-Ville,Single Family,5,2,1269,4811.0,1957,yes,yes,2022,423000
Longueuil,Le Vieux-Longueuil,Townhouse,3,2,1060,1905.0,1969,yes,yes,2025,487000
Châteauguay,Centre-Ville,Townhouse,3,2,997,3440.0,1977,yes,yes,2024,286000
Trois-Rivières,Trois-Rivières-Ouest,Triplex,7,5,1940,5840.0,1993,yes,yes,2022,458000
Montréal,Verdun,Single Family,4,3,1330,12055.0,2009,yes,yes,2023,498000
Montréal,Saint-Léonard,Single Family,5,4,1863,9607.0,1930,yes,yes,2023,580000
Sherbrooke,Centre-Ville,Townhouse,3,2,995,2733.0,1982,yes,yes,2025,341000
Lévis,Lévis Centre,Triplex,6,5,1932,6291.0,1993,yes,no,2023,546000
Québec,Sainte-Foy,Single Family,5,3,1475,8537.0,1947,yes,yes,2023,377000
Québec,Lebourgneuf,Triplex,6,6,2704,6301.0,2022,yes,yes,2025,834000
Montréal,Villeray,Townhouse,3,2,1198,3095.0,1985,no,yes,2023,430000
Boucherville,Boucherville Centre,Townhouse,3,2,1279,3013.0,2005,yes,no,2023,483000
Québec,Sainte-Foy,Duplex,3,4,1654,5696.0,2008,yes,yes,2022,363000
Longueuil,Saint-Hubert,Townhouse,3,2,1165,3036.0,1973,yes,yes,2025,568000
Mirabel,Saint-Canut,Single Family,4,3,1292,11194.0,2020,yes,yes,2021,400000
Rouyn-Noranda,Rouyn Centre,Single Family,4,3,1215,6048.0,1991,yes,yes,2025,482000
Blainville,Blainville Centre,Single Family,4,3,1505,4673.0,2003,yes,yes,2025,502000
Montréal,Verdun,Single Family,4,4,1316,7621.0,1970,yes,yes,2024,567000
Montréal,Plateau-Mont-Royal,Single Family,5,2,2089,5989.0,1946,no,yes,2025,625000
Drummondville,Centre-Ville,Single Family,3,3,1799,14187.0,1966,yes,yes,2024,443000
Québec,Beauport,Single Family,4,2,943,6942.0,1988,yes,yes,2022,273000
Sherbrooke,Rock Forest,Single Family,3,2,1850,9147.0,1996,yes,yes,2025,598000
Dollard-des-Ormeaux,West Island,Townhouse,4,2,1058,2222.0,2011,no,yes,2025,454000
Dollard-des-Ormeaux,West Island,Single Family,3,2,1079,13529.0,1971,yes,yes,2025,593000
Boucherville,Boucherville Centre,Single Family,3,3,1331,6783.0,1987,yes,yes,2024,536000
Longueuil,Greenfield Park,Townhouse,3,2,1180,3095.0,1965,no,yes,2021,407000
Saint-Jérôme,Bellefeuille,Single Family,3,3,1885,6230.0,1997,no,yes,2024,519000
Laval,Sainte-Dorothée,Single Family,4,2,1787,4774.0,1979,yes,yes,2024,764000
Montréal,Hochelaga-Maisonneuve,Townhouse,3,3,1107,2362.0,1947,no,yes,2025,407000
Montréal,Rosemont,Single Family,3,3,1432,3256.0,2021,no,yes,2022,542000
Montréal,Ahuntsic,Townhouse,2,2,1109,2318.0,2013,no,yes,2021,256000
Drummondville,Saint-Charles,Townhouse,3,2,905,3312.0,1968,yes,yes,2021,198000
Québec,Limoilou,Duplex,5,3,1637,4806.0,1909,yes,yes,2025,422000
Repentigny,Repentigny Centre,Single Family,6,4,1304,9221.0,1998,yes,yes,2025,753000
Saint-Jérôme,Bellefeuille,Single Family,3,1,1774,6661.0,2005,yes,yes,2024,471000
Mirabel,Saint-Canut,Townhouse,3,2,1143,1795.0,1984,yes,yes,2024,373000
Saint-Jean-sur-Richelieu,Iberville,Single Family,5,2,1544,4796.0,2011,yes,yes,2021,299000
Montréal,Rosemont,Single Family,5,1,1928,12971.0,2005,no,yes,2024,744000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,3,1,1762,7171.0,1992,yes,yes,2025,449000
Blainville,Blainville Centre,Single Family,3,2,1134,4968.0,1976,yes,no,2025,355000
Brossard,Solar Uniquartier,Townhouse,4,3,1234,3221.0,1956,yes,no,2025,637000
Québec,Val-Bélair,Single Family,3,3,1803,9071.0,1993,yes,yes,2025,472000
Longueuil,Greenfield Park,Townhouse,4,2,1319,2391.0,1958,yes,no,2024,542000
Dollard-des-Ormeaux,West Island,Triplex,7,5,2326,3376.0,1994,no,yes,2025,861000
Laval,Duvernay,Triplex,4,5,2155,4484.0,2004,yes,yes,2025,966000
Brossard,Secteur C,Single Family,5,1,1362,10286.0,1973,yes,yes,2023,505000
Saint-Jérôme,Bellefeuille,Bungalow,3,2,1170,6540.0,1973,yes,no,2024,402000
Québec,Charlesbourg,Duplex,4,2,1426,6759.0,1922,yes,yes,2025,404000
Québec,Sillery,Triplex,5,4,2181,4821.0,1979,yes,yes,2021,440000
Longueuil,Le Vieux-Longueuil,Single Family,4,3,1601,5260.0,2008,yes,yes,2024,578000
Sherbrooke,Centre-Ville,Single Family,5,1,1531,5291.0,1966,yes,no,2024,446000
Brossard,Secteur C,Single Family,4,2,1096,13550.0,1965,no,no,2022,441000
Trois-Rivières,Trois-Rivières-Ouest,Triplex,5,3,2300,4233.0,2010,yes,no,2024,511000
Granby,Centre-Ville,Townhouse,3,3,1134,2924.0,1993,yes,yes,2021,300000
Sherbrooke,Rock Forest,Single Family,3,3,999,8430.0,1974,yes,yes,2021,262000
Québec,Sillery,Single Family,4,3,1903,6958.0,1974,no,yes,2025,497000
Montréal,Villeray,Townhouse,4,2,1098,4328.0,1993,no,yes,2025,454000
Val-d'Or,Val-d'Or Centre,Single Family,5,3,1241,12301.0,1956,yes,yes,2024,292000
Lévis,Charny,Single Family,5,3,1596,6219.0,2015,yes,yes,2023,393000
Montréal,Saint-Léonard,Single Family,4,3,1479,5274.0,1967,yes,yes,2025,733000
Laval,Duvernay,Single Family,4,3,1534,10373.0,1964,no,yes,2023,594000
Dollard-des-Ormeaux,West Island,Single Family,4,3,1253,4368.0,1969,yes,no,2022,515000
Québec,Lebourgneuf,Triplex,7,4,2114,7063.0,1967,yes,yes,2024,630000
Alma,Alma Centre,Single Family,5,2,2042,6055.0,1974,no,yes,2025,372000
Brossard,Secteur A,Triplex,6,4,2571,5392.0,1977,yes,yes,2024,1011000
Sept-Îles,Sept-Îles Centre,Single Family,4,3,1515,7015.0,2019,yes,yes,2024,236000
Québec,Limoilou,Single Family,5,2,1485,6811.0,2008,yes,yes,2025,490000
Blainville,Blainville Centre,Duplex,4,2,1703,5159.0,1964,yes,no,2025,563000
Brossard,Secteur B,Triplex,6,6,2898,6563.0,1994,yes,yes,2025,1088000
Montréal,Ville-Marie,Single Family,6,1,1617,12160.0,2005,yes,no,2023,596000
Saint-Jean-sur-Richelieu,Centre-Ville,Townhouse,4,2,1081,2372.0,1966,yes,yes,2021,213000
Québec,Sillery,Single Family,4,3,1497,5553.0,1984,no,yes,2022,430000
Gatineau,Hull,Single Family,4,4,1051,6557.0,2014,no,yes,2024,405000
Brossard,Solar Uniquartier,Duplex,4,2,1613,3509.0,1985,yes,yes,2023,517000
Gatineau,Buckingham,Single Family,4,2,1329,5225.0,1989,yes,no,2025,509000
Longueuil,Vieux-Longueuil,Single Family,3,3,1083,7204.0,1974,yes,yes,2023,517000
Saguenay,Chicoutimi,Single Family,4,1,1229,6683.0,2002,yes,yes,2024,269000
Drummondville,Centre-Ville,Single Family,5,2,1324,11154.0,1958,yes,yes,2025,390000
Québec,Vanier,Single Family,3,2,1357,4628.0,2006,no,yes,2025,521000
Québec,Charlesbourg,Triplex,5,4,2656,4576.0,1929,yes,yes,2021,458000
Sherbrooke,Fleurimont,Single Family,4,2,1322,8989.0,2002,yes,yes,2025,509000
Boucherville,Boucherville Centre,Single Family,4,3,1142,10439.0,2010,yes,yes,2025,649000
Brossard,Solar Uniquartier,Single Family,4,2,1553,9838.0,1992,yes,no,2025,735000
Victoriaville,Centre-Ville,Townhouse,3,2,1146,2926.0,2002,no,yes,2021,236000
Gatineau,Aylmer,Single Family,4,3,1220,7307.0,1994,no,yes,2024,496000
Montréal,LaSalle,Single Family,6,4,1702,8526.0,1954,yes,no,2025,660000
Montréal,Rosemont,Single Family,5,3,1681,6432.0,1900,no,yes,2021,402000
Laval,Duvernay,Single Family,3,2,1578,12003.0,2012,yes,yes,2024,625000
Dollard-des-Ormeaux,West Island,Triplex,7,4,2193,3209.0,2010,yes,yes,2023,819000
Longueuil,Le Vieux-Longueuil,Single Family,4,3,1701,10227.0,1977,yes,yes,2024,856000
Laval,Fabreville,Single Family,3,2,1870,7847.0,2004,no,no,2025,705000
Montréal,Plateau-Mont-Royal,Single Family,5,3,1454,6645.0,1996,yes,yes,2022,536000
Longueuil,Vieux-Longueuil,Single Family,3,4,1282,5067.0,1985,yes,no,2023,634000
Québec,Vanier,Single Family,4,2,1774,5667.0,1975,no,no,2021,425000
Montréal,LaSalle,Duplex,5,3,1693,4190.0,1959,yes,yes,2023,651000
Blainville,Blainville Centre,Single Family,3,4,1053,10088.0,1994,yes,yes,2021,354000
